user_id,subscription_plan,tenure_months,monthly_charges,total_charges,num_logins_30d,support_tickets,avg_session_min,features_used,payment_delays,referrals_made,churned,churn_probability,risk_tier,engagement_score,is_high_value,churn_risk_band,revenue_at_risk,at_risk_signal
USER004350,Basic,38,45.61,1733.18,23,0,109.8,11,3,7,0,0.0213,Low,43.74,0,Low,0.97,0
USER004351,Basic,5,30.73,153.65,18,2,1.0,6,2,9,1,0.4789,Medium,8.6,0,Medium,14.72,0
USER004352,Basic,16,46.52,744.32,24,5,25.4,7,2,2,0,0.0671,Low,16.92,0,Low,3.12,0
USER004353,Premium,5,85.14,425.7,40,2,92.8,13,0,4,0,0.7331,High,43.64,0,High,62.42,0
USER004354,Basic,54,35.89,1938.06,58,7,56.9,13,0,4,0,0.2046,Medium,37.77,0,Medium,7.34,0
USER004355,Basic,18,47.12,848.16,15,7,61.1,18,1,4,0,0.2814,Medium,27.13,0,Medium,13.26,0
USER004356,Basic,23,39.35,905.05,17,3,80.2,14,4,0,0,0.2406,Medium,32.66,0,Medium,9.47,0
USER004357,Basic,40,41.54,1661.6,56,0,73.5,1,3,5,0,0.1439,Low,40.55,0,Low,5.98,0
USER004358,Basic,26,36.74,955.24,46,7,104.2,7,3,2,0,0.0263,Low,46.96,0,Low,0.97,0
USER004359,Premium,70,98.28,6879.6,59,6,39.9,13,3,1,0,0.4118,Medium,32.77,1,Medium,40.47,0
USER004360,Standard,17,65.24,1109.08,56,0,65.5,2,1,2,0,0.0084,Low,38.05,1,Low,0.55,0
USER004361,Premium,12,88.84,1066.08,30,0,82.9,17,2,0,0,0.3806,Medium,38.27,0,Medium,33.81,0
USER004362,Standard,51,74.44,3796.44,36,8,45.2,19,1,1,0,0.2499,Medium,28.46,1,Medium,18.6,0
USER004363,Basic,9,30.56,275.04,1,4,43.1,13,3,4,0,0.1447,Low,16.83,0,Low,4.42,0
USER004364,Premium,53,104.16,5520.48,12,7,80.8,5,0,4,1,0.4198,Medium,29.54,1,Medium,43.73,0
USER004365,Basic,64,30.72,1966.08,14,7,82.1,8,2,3,0,0.272,Medium,31.03,0,Medium,8.36,0
USER004366,Standard,69,63.02,4348.38,24,0,92.7,12,1,9,0,0.112,Low,39.31,1,Low,7.06,0
USER004367,Basic,11,33.01,363.11,26,2,63.3,7,1,7,0,0.0924,Low,29.69,0,Low,3.05,0
USER004368,Basic,28,38.21,1069.88,49,1,90.5,3,4,9,0,0.0165,Low,44.25,0,Low,0.63,0
USER004369,Basic,39,36.47,1422.33,27,4,91.9,4,2,9,0,0.208,Medium,37.97,0,Medium,7.59,0
USER004370,Standard,21,71.35,1498.35,17,4,45.6,7,3,1,0,0.1459,Low,20.88,1,Low,10.41,0
USER004371,Basic,34,39.31,1336.54,21,4,111.6,8,3,6,0,0.1227,Low,42.58,0,Low,4.82,0
USER004372,Standard,1,50.06,50.06,5,6,53.6,1,2,8,1,0.4527,Medium,18.98,0,Medium,22.66,0
USER004373,Standard,51,62.86,3205.86,7,4,30.9,7,3,0,0,0.1381,Low,13.37,1,Low,8.68,0
USER004374,Standard,17,53.59,911.03,8,3,37.2,9,3,0,1,0.1541,Low,16.06,0,Low,8.26,0
USER004375,Basic,34,31.56,1073.04,2,1,98.3,14,4,9,0,0.2118,Medium,34.69,0,Medium,6.68,0
USER004376,Standard,15,74.37,1115.55,45,7,87.9,19,3,5,0,0.1366,Low,44.47,1,Low,10.16,0
USER004377,Premium,20,122.79,2455.8,51,7,81.8,12,4,3,0,0.4114,Medium,42.84,1,Medium,50.52,0
USER004378,Standard,18,66.47,1196.46,37,0,12.6,2,0,2,0,0.2144,Medium,16.48,1,Medium,14.25,0
USER004379,Standard,11,54.76,602.36,52,3,36.0,5,4,3,0,0.1926,Low,28.4,0,Low,10.55,0
USER004380,Basic,15,47.36,710.4,13,4,74.4,19,3,4,0,0.0773,Low,31.02,0,Low,3.66,0
USER004381,Standard,43,65.1,2799.3,49,2,102.2,19,2,9,0,0.1553,Low,50.86,1,Low,10.11,0
USER004382,Premium,40,104.89,4195.6,21,0,86.9,16,0,1,1,0.5096,High,36.67,1,High,53.45,0
USER004383,Basic,3,48.45,145.35,30,7,63.2,12,1,0,1,0.4625,Medium,30.66,0,Medium,22.41,0
USER004384,Premium,5,92.09,460.45,0,0,109.8,3,2,3,1,0.85,Critical,34.84,0,Critical,78.28,1
USER004385,Standard,32,66.37,2123.84,39,3,18.3,15,4,4,0,0.0005,Low,21.29,1,Low,0.03,0
USER004386,Basic,66,44.02,2905.32,44,7,59.6,18,4,3,1,0.1163,Low,35.28,0,Low,5.12,0
USER004387,Standard,49,60.65,2971.85,22,1,69.1,15,1,2,0,0.2814,Medium,31.43,1,Medium,17.07,0
USER004388,Standard,49,51.18,2507.82,5,3,30.8,7,3,8,0,0.1242,Low,13.64,0,Low,6.36,0
USER004389,Standard,7,61.29,429.03,18,5,42.2,1,2,8,0,0.2592,Medium,19.56,0,Medium,15.89,0
USER004390,Standard,67,76.21,5106.07,42,8,111.9,11,1,9,0,0.0682,Low,49.47,1,Low,5.2,0
USER004391,Basic,67,34.12,2286.04,17,5,68.2,12,0,2,0,0.2362,Medium,28.66,0,Medium,8.06,0
USER004392,Premium,6,105.58,633.48,36,2,14.5,18,3,2,0,0.4845,Medium,19.75,0,Medium,51.15,0
USER004393,Standard,48,66.59,3196.32,52,0,56.2,18,2,4,0,0.2594,Medium,37.46,1,Medium,17.27,0
USER004394,Basic,47,43.09,2025.23,23,4,104.4,10,0,5,0,0.183,Low,41.32,0,Low,7.89,0
USER004395,Standard,56,49.21,2755.76,31,7,54.8,10,1,8,0,0.2109,Medium,28.84,0,Medium,10.38,0
USER004396,Standard,42,78.24,3286.08,32,4,14.8,19,2,5,0,0.0667,Low,18.94,1,Low,5.22,0
USER004397,Standard,37,74.23,2746.51,21,4,2.4,3,0,6,0,0.0503,Low,8.82,1,Low,3.73,0
USER004398,Basic,57,34.67,1976.19,20,2,6.0,12,3,2,0,0.1101,Low,11.2,0,Low,3.82,0
USER004399,Basic,40,34.51,1380.4,49,0,3.5,16,1,8,0,0.0744,Low,20.75,0,Low,2.57,0
USER004400,Premium,56,83.56,4679.36,40,6,59.2,9,4,8,0,0.348,Medium,32.76,1,Medium,29.08,0
USER004401,Basic,38,35.69,1356.22,38,1,78.8,4,2,7,0,0.1245,Low,37.44,0,Low,4.44,0
USER004402,Standard,24,53.05,1273.2,55,0,102.8,9,3,0,0,0.0548,Low,50.14,0,Low,2.91,0
USER004403,Standard,21,66.51,1396.71,23,7,10.8,17,4,2,1,0.1971,Low,14.04,1,Low,13.11,0
USER004404,Standard,33,76.79,2534.07,40,9,110.8,8,4,6,0,0.2162,Medium,47.54,1,Medium,16.6,0
USER004405,Standard,24,58.37,1400.88,9,5,65.7,16,0,7,1,0.1638,Low,26.81,1,Low,9.56,0
USER004406,Standard,50,63.63,3181.5,59,3,12.9,8,1,3,0,0.1056,Low,24.17,1,Low,6.72,0
USER004407,Basic,20,37.37,747.4,9,2,24.9,14,3,3,0,0.0537,Low,14.07,0,Low,2.01,0
USER004408,Basic,68,34.31,2333.08,57,0,27.2,5,1,0,0,0.0962,Low,27.26,0,Low,3.3,0
USER004409,Basic,20,47.38,947.6,9,5,13.9,8,4,0,1,0.066,Low,8.97,0,Low,3.13,0
USER004410,Basic,31,42.77,1325.87,59,9,11.7,10,1,5,0,0.0019,Low,23.81,0,Low,0.08,0
USER004411,Standard,2,53.21,106.42,46,6,1.8,1,2,2,0,0.5994,High,15.14,0,High,31.89,0
USER004412,Premium,49,97.24,4764.76,48,2,29.4,2,0,7,0,0.4481,Medium,25.12,1,Medium,43.57,0
USER004413,Premium,55,104.16,5728.8,11,3,26.7,17,2,6,1,0.3136,Medium,16.01,1,Medium,32.66,0
USER004414,Standard,4,65.44,261.76,47,3,116.7,7,4,7,1,0.4883,Medium,51.91,0,Medium,31.95,0
USER004415,Standard,66,65.12,4297.92,4,3,98.9,14,4,6,0,0.0558,Low,34.97,1,Low,3.63,1
USER004416,Premium,47,97.87,4599.89,4,5,49.7,9,3,8,0,0.3706,Medium,19.21,1,Medium,36.27,1
USER004417,Premium,36,114.63,4126.68,3,5,81.2,15,4,0,0,0.5486,High,28.76,1,High,62.89,1
USER004418,Basic,63,39.04,2459.52,31,7,71.0,16,3,8,0,0.2057,Medium,34.9,0,Medium,8.03,0
USER004419,Basic,43,47.1,2025.3,51,9,22.6,3,0,0,0,0.1104,Low,22.78,0,Low,5.2,0
USER004420,Basic,70,46.64,3264.8,16,4,118.3,4,4,5,0,0.0686,Low,42.19,0,Low,3.2,0
USER004421,Standard,60,62.02,3721.2,27,7,21.3,11,3,0,0,0.0453,Low,16.99,1,Low,2.81,0
USER004422,Basic,15,41.79,626.85,18,3,5.1,7,0,0,1,0.2746,Medium,9.03,0,Medium,11.48,0
USER004423,Premium,7,101.92,713.44,52,3,59.6,9,4,5,0,0.5713,High,36.48,0,High,58.23,0
USER004424,Standard,7,49.06,343.42,22,3,31.1,6,2,4,0,0.2818,Medium,18.23,0,Medium,13.83,0
USER004425,Basic,45,33.22,1494.9,36,8,61.1,1,2,4,0,0.0355,Low,29.93,0,Low,1.18,0
USER004426,Standard,67,60.7,4066.9,14,9,107.4,15,3,5,1,0.1811,Low,40.02,1,Low,10.99,0
USER004427,Standard,60,50.48,3028.8,47,7,92.0,19,1,4,0,0.0724,Low,46.2,0,Low,3.65,0
USER004428,Basic,28,38.99,1091.72,38,5,60.4,15,3,6,1,0.1141,Low,33.62,0,Low,4.45,0
USER004429,Basic,1,38.13,38.13,44,8,69.9,12,0,6,0,0.6239,High,37.37,0,High,23.79,0
USER004430,Standard,25,54.27,1356.75,31,1,29.5,18,3,7,0,0.0818,Low,23.35,0,Low,4.44,0
USER004431,Standard,4,69.27,277.08,31,6,107.8,18,2,5,0,0.6679,High,46.14,0,High,46.27,0
USER004432,Standard,70,54.4,3808.0,59,3,98.0,16,2,5,0,0.0002,Low,51.5,0,Low,0.01,0
USER004433,Standard,48,55.65,2671.2,30,6,45.8,17,0,4,0,0.2035,Medium,26.94,0,Medium,11.32,0
USER004434,Standard,5,73.34,366.7,8,4,60.6,12,4,4,1,0.6216,High,23.98,0,High,45.59,0
USER004435,Basic,60,30.08,1804.8,21,4,5.7,18,0,3,0,0.207,Medium,12.51,0,Medium,6.23,0
USER004436,Premium,2,124.3,248.6,15,3,3.9,11,1,5,1,0.85,Critical,9.07,0,Critical,105.66,0
USER004437,Premium,23,123.82,2847.86,5,8,14.9,4,0,4,1,0.3505,Medium,7.37,1,Medium,43.4,0
USER004438,Basic,6,43.12,258.72,30,1,34.3,15,3,6,0,0.0743,Low,23.79,0,Low,3.2,0
USER004439,Standard,17,70.06,1191.02,26,3,28.0,15,2,9,0,0.1999,Low,20.8,1,Low,14.0,0
USER004440,Standard,64,71.87,4599.68,18,3,86.7,1,1,1,0,0.1115,Low,32.41,1,Low,8.01,0
USER004441,Premium,43,96.14,4134.02,51,2,29.4,19,2,8,1,0.4364,Medium,29.52,1,Medium,41.96,0
USER004442,Basic,9,46.98,422.82,50,5,79.7,10,2,7,0,0.1709,Low,42.11,0,Low,8.03,0
USER004443,Basic,11,38.38,422.18,17,4,40.7,12,4,8,0,0.1419,Low,21.11,0,Low,5.45,0
USER004444,Standard,46,66.99,3081.54,2,1,113.6,1,2,9,0,0.0148,Low,36.68,1,Low,0.99,1
USER004445,Standard,44,51.76,2277.44,47,9,51.2,10,4,0,0,0.1456,Low,31.56,0,Low,7.54,0
USER004446,Standard,12,74.04,888.48,51,9,119.6,9,3,4,0,0.0545,Low,53.48,0,Low,4.04,0
USER004447,Basic,39,36.74,1432.86,49,6,34.2,1,0,5,0,0.227,Medium,26.06,0,Medium,8.34,0
USER004448,Premium,69,124.24,8572.56,28,6,72.5,1,0,3,0,0.3152,Medium,31.05,1,Medium,39.16,0
USER004449,Standard,32,73.12,2339.84,27,6,34.9,14,3,8,0,0.2312,Medium,22.57,1,Medium,16.91,0
USER004450,Basic,22,36.36,799.92,2,3,36.4,12,1,6,0,0.2334,Medium,15.22,0,Medium,8.49,0
USER004451,Standard,69,59.13,4079.97,49,6,29.3,2,4,2,0,0.2827,Medium,24.49,1,Medium,16.72,0
USER004452,Standard,67,72.1,4830.7,47,4,68.3,6,4,0,0,0.0733,Low,36.39,1,Low,5.28,0
USER004453,Basic,19,46.05,874.95,39,5,90.4,2,1,1,0,0.2242,Medium,39.82,0,Medium,10.32,0
USER004454,Basic,33,35.55,1173.15,44,3,56.5,2,0,7,0,0.0918,Low,31.95,0,Low,3.26,0
USER004455,Standard,55,71.99,3959.45,5,0,60.4,6,3,0,0,0.1192,Low,21.82,1,Low,8.58,0
USER004456,Basic,68,38.0,2584.0,5,0,18.1,18,4,2,1,0.0917,Low,11.73,0,Low,3.48,0
USER004457,Basic,61,38.71,2361.31,58,3,50.3,1,3,1,0,0.0703,Low,33.49,0,Low,2.72,0
USER004458,Basic,15,41.74,626.1,30,6,114.4,11,1,6,0,0.009,Low,46.52,0,Low,0.38,0
USER004459,Basic,24,36.88,885.12,28,7,45.7,4,1,6,0,0.0987,Low,23.81,0,Low,3.64,0
USER004460,Standard,8,52.46,419.68,23,5,59.3,17,2,1,0,0.1925,Low,28.69,0,Low,10.1,0
USER004461,Standard,32,54.57,1746.24,17,4,58.0,9,1,6,0,0.2582,Medium,25.5,0,Medium,14.09,0
USER004462,Basic,13,43.78,569.14,3,5,107.9,5,1,4,0,0.16,Low,35.17,0,Low,7.0,0
USER004463,Standard,58,52.08,3020.64,36,5,92.2,15,3,3,0,0.252,Medium,42.26,0,Medium,13.12,0
USER004464,Basic,57,33.06,1884.42,36,2,9.1,3,4,2,1,0.1372,Low,15.13,0,Low,4.54,0
USER004465,Basic,68,29.63,2014.84,7,9,0.8,11,3,1,0,0.1102,Low,4.74,0,Low,3.27,0
USER004466,Standard,34,72.23,2455.82,38,1,39.5,16,4,2,0,0.0838,Low,27.55,1,Low,6.05,0
USER004467,Standard,28,75.07,2101.96,29,3,99.4,14,1,6,1,0.1811,Low,42.62,1,Low,13.6,0
USER004468,Basic,2,45.81,91.62,12,1,22.8,9,3,0,1,0.6319,High,13.14,0,High,28.95,0
USER004469,Basic,68,47.2,3209.6,58,4,27.0,4,2,2,0,0.2292,Medium,27.1,0,Medium,10.82,0
USER004470,Basic,38,43.04,1635.52,2,2,60.1,6,2,9,0,0.2147,Medium,21.53,0,Medium,9.24,0
USER004471,Standard,62,72.92,4521.04,14,3,59.9,4,2,7,1,0.1807,Low,24.37,1,Low,13.18,0
USER004472,Basic,69,43.08,2972.52,52,2,93.7,13,1,2,0,0.1291,Low,47.31,0,Low,5.56,0
USER004473,Basic,11,33.14,364.54,6,7,112.4,12,3,0,0,0.0968,Low,38.22,0,Low,3.21,0
USER004474,Standard,3,53.14,159.42,1,5,18.5,18,0,3,1,0.7158,High,10.25,0,High,38.04,0
USER004475,Basic,23,47.56,1093.88,27,5,35.3,6,3,1,0,0.0022,Low,20.49,0,Low,0.1,0
USER004476,Basic,52,39.78,2068.56,8,9,105.2,3,4,1,0,0.0625,Low,34.76,0,Low,2.49,0
USER004477,Standard,37,50.61,1872.57,27,5,98.1,12,2,9,0,0.247,Medium,41.33,0,Medium,12.5,0
USER004478,Basic,61,35.14,2143.54,37,7,37.4,6,2,0,0,0.2529,Medium,23.82,0,Medium,8.89,0
USER004479,Basic,49,37.82,1853.18,26,7,58.9,14,1,7,1,0.1734,Low,29.27,0,Low,6.56,0
USER004480,Standard,22,61.82,1360.04,1,4,107.3,17,0,3,0,0.2867,Medium,36.79,1,Medium,17.72,0
USER004481,Basic,68,40.43,2749.24,30,3,50.2,7,4,6,0,0.0997,Low,26.76,0,Low,4.03,0
USER004482,Standard,50,68.15,3407.5,23,0,23.8,1,3,6,0,0.0908,Low,15.84,1,Low,6.19,0
USER004483,Standard,27,78.32,2114.64,37,6,87.1,17,2,1,1,0.1827,Low,41.13,1,Low,14.31,0
USER004484,Standard,2,60.66,121.32,44,6,17.7,19,0,6,1,0.715,High,23.31,0,High,43.37,0
USER004485,Standard,6,73.33,439.98,49,8,64.6,8,3,6,0,0.0066,Low,36.48,0,Low,0.48,0
USER004486,Standard,39,50.37,1964.43,17,3,60.4,16,2,5,0,0.1345,Low,27.62,0,Low,6.77,0
USER004487,Standard,41,67.08,2750.28,11,5,99.6,12,4,1,0,0.1388,Low,36.18,1,Low,9.31,0
USER004488,Basic,60,34.35,2061.0,31,7,104.6,1,1,6,1,0.1926,Low,41.78,0,Low,6.62,0
USER004489,Standard,53,50.17,2659.01,59,2,15.5,18,2,5,0,0.2644,Medium,27.25,0,Medium,13.26,0
USER004490,Premium,26,124.03,3224.78,46,2,99.3,12,3,7,1,0.5186,High,47.49,1,High,64.32,0
USER004491,Basic,48,41.06,1970.88,42,0,78.8,9,3,0,0,0.0753,Low,39.04,0,Low,3.09,0
USER004492,Standard,67,75.01,5025.67,46,6,80.0,2,0,0,0,0.1873,Low,38.6,1,Low,14.05,0
USER004493,Basic,32,30.99,991.68,36,4,42.6,4,4,7,0,0.0568,Low,25.68,0,Low,1.76,0
USER004494,Basic,32,45.78,1464.96,52,8,9.5,3,3,4,0,0.1678,Low,19.65,0,Low,7.68,0
USER004495,Basic,14,47.77,668.78,8,1,92.4,18,1,1,0,0.2143,Medium,34.72,0,Medium,10.24,0
USER004496,Standard,19,56.55,1074.45,22,0,96.1,18,4,3,0,0.0273,Low,40.33,0,Low,1.54,0
USER004497,Premium,15,96.11,1441.65,34,6,49.3,9,2,5,0,0.3264,Medium,27.69,1,Medium,31.37,0
USER004498,Basic,62,48.59,3012.58,46,8,10.0,15,3,2,0,0.2317,Medium,20.2,0,Medium,11.26,0
USER004499,Standard,8,77.04,616.32,11,5,53.9,14,1,6,1,0.1789,Low,23.37,0,Low,13.78,0
USER004500,Basic,11,36.69,403.59,57,8,56.3,3,0,4,0,0.1869,Low,35.19,0,Low,6.86,0
USER004501,Basic,16,33.1,529.6,36,7,85.6,15,3,6,0,0.2504,Medium,40.38,0,Medium,8.29,0
USER004502,Standard,6,69.3,415.8,13,4,25.5,5,3,8,0,0.1357,Low,13.95,0,Low,9.4,0
USER004503,Basic,15,31.37,470.55,44,3,99.1,4,3,6,0,0.0333,Low,45.03,0,Low,1.04,0
USER004504,Premium,68,108.56,7382.08,32,1,119.5,14,1,8,0,0.5346,High,49.95,1,High,58.04,0
USER004505,Basic,71,48.24,3425.04,47,3,46.8,10,0,5,0,0.0779,Low,31.34,0,Low,3.76,0
USER004506,Standard,32,69.97,2239.04,36,0,7.2,18,2,2,0,0.0752,Low,17.76,1,Low,5.26,0
USER004507,Premium,4,122.3,489.2,37,8,113.4,2,1,6,1,0.85,Critical,46.32,0,Critical,103.96,0
USER004508,Premium,9,122.84,1105.56,59,8,38.6,15,1,4,1,0.2956,Medium,32.88,0,Medium,36.31,0
USER004509,Basic,22,36.32,799.04,42,3,9.4,15,1,1,1,0.1416,Low,19.22,0,Low,5.14,0
USER004510,Standard,17,55.14,937.38,26,2,84.2,10,0,9,0,0.2725,Medium,36.76,0,Medium,15.03,0
USER004511,Basic,33,46.25,1526.25,52,3,11.8,3,2,5,0,0.2155,Medium,20.94,0,Medium,9.97,0
USER004512,Basic,6,31.62,189.72,27,0,93.8,17,1,4,1,0.1355,Low,41.04,0,Low,4.28,0
USER004513,Basic,17,33.69,572.73,52,5,59.1,2,3,8,0,0.276,Medium,35.03,0,Medium,9.3,0
USER004514,Standard,71,70.15,4980.65,46,0,103.8,6,0,1,0,0.1847,Low,47.24,1,Low,12.96,0
USER004515,Standard,14,67.56,945.84,5,4,87.3,18,4,4,0,0.1141,Low,32.29,1,Low,7.71,0
USER004516,Basic,44,29.5,1298.0,32,8,61.7,6,0,9,0,0.1766,Low,30.41,0,Low,5.21,0
USER004517,Premium,54,93.18,5031.72,28,7,110.3,13,4,3,1,0.4346,Medium,44.69,1,Medium,40.5,0
USER004518,Standard,19,58.75,1116.25,35,4,7.6,3,4,4,0,0.1998,Low,14.38,1,Low,11.74,0
USER004519,Basic,49,45.51,2229.99,25,4,61.1,14,2,9,0,0.208,Medium,30.13,0,Medium,9.47,0
USER004520,Premium,10,96.44,964.4,46,7,60.3,9,3,7,1,0.4084,Medium,34.69,0,Medium,39.39,0
USER004521,Basic,71,38.66,2744.86,45,3,61.1,15,1,8,0,0.0404,Low,36.33,0,Low,1.56,0
USER004522,Premium,71,116.87,8297.77,1,1,42.3,3,0,5,0,0.3531,Medium,14.99,1,Medium,41.27,1
USER004523,Standard,71,75.69,5373.99,14,9,108.8,2,4,8,0,0.1832,Low,38.14,1,Low,13.87,0
USER004524,Basic,25,38.76,969.0,46,6,41.0,19,2,1,0,0.1578,Low,30.4,0,Low,6.12,0
USER004525,Standard,16,66.51,1064.16,45,4,60.4,16,3,0,0,0.2736,Medium,35.42,1,Medium,18.2,0
USER004526,Premium,45,90.75,4083.75,11,9,78.3,2,0,4,1,0.2902,Medium,27.69,1,Medium,26.34,0
USER004527,Standard,71,78.45,5569.95,2,6,76.0,12,4,8,0,0.2317,Medium,27.0,1,Medium,18.18,1
USER004528,Standard,28,73.45,2056.6,23,3,32.0,17,2,5,0,0.039,Low,21.1,1,Low,2.86,0
USER004529,Basic,30,35.15,1054.5,47,3,2.3,3,1,1,0,0.1214,Low,16.19,0,Low,4.27,0
USER004530,Standard,5,74.62,373.1,5,5,36.9,10,4,8,0,0.5649,High,15.87,0,High,42.15,0
USER004531,Standard,69,54.57,3765.33,59,8,104.0,8,3,7,0,0.0355,Low,51.4,0,Low,1.94,0
USER004532,Basic,55,35.17,1934.35,10,4,45.9,5,3,5,0,0.1296,Low,18.87,0,Low,4.56,0
USER004533,Premium,35,119.24,4173.4,4,5,74.4,3,2,7,0,0.325,Medium,25.32,1,Medium,38.75,1
USER004534,Basic,8,42.27,338.16,31,7,88.4,15,2,8,0,0.0763,Low,39.92,0,Low,3.23,0
USER004535,Basic,22,35.39,778.58,47,3,3.6,14,4,8,1,0.258,Medium,19.48,0,Medium,9.13,0
USER004536,Basic,41,36.36,1490.76,0,8,39.7,17,3,1,0,0.0934,Low,15.61,0,Low,3.4,0
USER004537,Basic,71,42.6,3024.6,37,7,55.2,15,3,5,0,0.1976,Low,31.46,0,Low,8.42,0
USER004538,Standard,44,68.92,3032.48,20,8,95.4,1,2,4,0,0.146,Low,35.42,1,Low,10.06,0
USER004539,Basic,2,34.57,69.14,44,7,81.9,8,0,5,1,0.6086,High,40.17,0,High,21.04,0
USER004540,Basic,65,40.72,2646.8,58,3,7.5,4,2,1,0,0.0788,Low,21.25,0,Low,3.21,0
USER004541,Standard,24,75.01,1800.24,23,3,29.6,13,3,1,0,0.1318,Low,19.18,1,Low,9.89,0
USER004542,Standard,27,64.93,1753.11,26,9,51.4,17,1,5,0,0.0593,Low,27.22,1,Low,3.85,0
USER004543,Standard,38,71.12,2702.56,0,5,94.3,6,1,9,0,0.2585,Medium,30.89,1,Medium,18.38,1
USER004544,Standard,71,76.06,5400.26,29,3,2.6,2,4,5,0,0.1501,Low,11.08,1,Low,11.42,0
USER004545,Basic,35,31.31,1095.85,16,4,86.3,8,2,6,1,0.2369,Medium,33.49,0,Medium,7.42,0
USER004546,Premium,8,102.51,820.08,59,4,90.6,4,4,0,0,0.4902,Medium,46.28,0,Medium,50.25,0
USER004547,Basic,60,29.62,1777.2,22,8,90.3,4,1,1,0,0.0018,Low,34.79,0,Low,0.05,0
USER004548,Basic,35,39.03,1366.05,55,9,45.6,12,2,6,0,0.0487,Low,33.28,0,Low,1.9,0
USER004549,Standard,14,59.13,827.82,59,8,14.7,12,3,9,0,0.1019,Low,25.61,1,Low,6.03,0
USER004550,Premium,61,103.26,6298.86,19,1,62.3,16,0,6,0,0.336,Medium,29.09,1,Medium,34.7,0
USER004551,Basic,20,31.12,622.4,28,8,77.8,2,1,7,0,0.025,Low,33.04,0,Low,0.78,0
USER004552,Standard,66,67.51,4455.66,35,6,83.8,5,2,1,0,0.1135,Low,37.14,1,Low,7.66,0
USER004553,Premium,17,81.08,1378.36,2,5,70.9,3,4,7,1,0.539,High,23.67,1,High,43.7,1
USER004554,Basic,14,30.53,427.42,11,5,119.0,15,3,6,0,0.0829,Low,43.1,0,Low,2.53,0
USER004555,Premium,60,84.15,5049.0,15,5,62.0,9,2,4,0,0.436,Medium,25.8,1,Medium,36.69,0
USER004556,Standard,15,53.14,797.1,12,5,34.0,18,0,6,0,0.2717,Medium,18.5,0,Medium,14.44,0
USER004557,Standard,3,65.3,195.9,27,6,4.8,5,1,6,0,0.6286,High,11.54,0,High,41.05,0
USER004558,Standard,32,72.62,2323.84,2,0,2.2,16,0,4,0,0.0801,Low,5.86,1,Low,5.82,1
USER004559,Premium,66,98.86,6524.76,49,2,103.4,16,2,3,1,0.5357,High,50.02,1,High,52.96,0
USER004560,Standard,7,49.3,345.1,11,3,27.9,11,0,9,0,0.2071,Medium,15.47,0,Medium,10.21,0
USER004561,Basic,26,46.46,1207.96,10,9,3.7,17,0,9,0,0.0247,Low,8.51,0,Low,1.15,0
USER004562,Standard,17,76.84,1306.28,43,9,58.1,9,1,8,0,0.1642,Low,33.03,1,Low,12.62,0
USER004563,Premium,5,94.32,471.6,50,6,5.2,17,3,9,1,0.8105,Critical,21.26,0,Critical,76.45,0
USER004564,Standard,69,65.0,4485.0,25,3,4.9,5,1,1,0,0.0272,Low,10.77,1,Low,1.77,0
USER004565,Standard,27,69.61,1879.47,40,0,52.7,12,0,0,0,0.2523,Medium,31.21,1,Medium,17.56,0
USER004566,Standard,70,58.66,4106.2,25,6,6.6,11,0,9,1,0.2779,Medium,12.98,1,Medium,16.3,0
USER004567,Premium,68,89.45,6082.6,43,5,76.7,16,3,9,1,0.4028,Medium,40.51,1,Medium,36.03,0
USER004568,Premium,66,81.61,5386.26,39,0,57.5,12,0,5,0,0.2914,Medium,32.85,1,Medium,23.78,0
USER004569,Basic,41,33.82,1386.62,38,0,48.2,4,2,8,1,0.1516,Low,28.46,0,Low,5.13,0
USER004570,Basic,34,42.31,1438.54,54,6,36.9,18,4,3,0,0.2696,Medium,31.57,0,Medium,11.41,0
USER004571,Standard,31,55.92,1733.52,4,2,88.8,10,3,6,0,0.0836,Low,31.24,0,Low,4.67,0
USER004572,Standard,30,75.04,2251.2,40,8,26.7,10,4,1,0,0.2774,Medium,22.31,1,Medium,20.82,0
USER004573,Premium,57,80.95,4614.15,37,4,32.6,13,2,1,1,0.5127,High,24.18,1,High,41.5,0
USER004574,Standard,24,64.92,1558.08,11,6,79.0,1,2,6,0,0.1637,Low,28.2,1,Low,10.63,0
USER004575,Premium,5,128.46,642.3,21,5,73.9,17,0,7,1,0.85,Critical,33.07,0,Critical,109.19,0
USER004576,Basic,16,46.79,748.64,43,8,61.1,18,0,2,0,0.1101,Low,35.23,0,Low,5.15,0
USER004577,Basic,9,35.28,317.52,58,9,22.7,19,4,1,0,0.1773,Low,28.21,0,Low,6.26,0
USER004578,Basic,9,36.52,328.68,54,3,90.9,3,4,3,1,0.286,Medium,45.07,0,Medium,10.44,0
USER004579,Standard,44,51.88,2282.72,24,7,43.0,7,2,4,0,0.1453,Low,22.2,0,Low,7.54,0
USER004580,Basic,5,33.27,166.35,19,6,19.5,9,4,1,1,0.6436,High,13.85,0,High,21.41,0
USER004581,Standard,7,54.22,379.54,18,2,68.6,17,2,0,0,0.2713,Medium,30.18,0,Medium,14.71,0
USER004582,Basic,15,29.82,447.3,20,6,52.6,4,1,5,0,0.2414,Medium,23.48,0,Medium,7.2,0
USER004583,Basic,26,33.91,881.66,8,4,96.7,7,4,4,1,0.2668,Medium,33.81,0,Medium,9.05,0
