user_id,subscription_plan,tenure_months,monthly_charges,total_charges,num_logins_30d,support_tickets,avg_session_min,features_used,payment_delays,referrals_made,churned,churn_probability,risk_tier
USER003794,Basic,21,33.58,705.12,16,6,37.1,9,0,6,1,0.2823,Medium
USER003795,Basic,68,33.24,2260.29,34,9,25.3,3,1,0,0,0.2124,Medium
USER003796,Basic,60,37.73,2263.52,2,8,106.0,8,2,8,0,0.2336,Medium
USER003797,Premium,68,115.95,7884.75,55,0,87.0,8,1,0,0,0.3973,Medium
USER003798,Basic,21,42.51,892.62,24,7,112.9,8,1,8,0,0.0726,Low
USER003799,Premium,21,128.57,2699.95,21,7,46.6,14,3,0,0,0.3157,Medium
USER003800,Premium,11,82.24,904.68,59,0,91.8,1,2,1,0,0.5542,High
USER003801,Basic,59,33.34,1967.11,23,9,38.4,8,4,8,0,0.2278,Medium
USER003802,Basic,52,29.29,1522.9,28,8,12.8,19,1,5,0,0.1667,Low
USER003803,Premium,57,104.42,5951.7,36,5,88.2,16,3,1,1,0.5197,High
USER003804,Standard,56,66.58,3728.73,48,0,,12,0,9,0,0.0415,Low
USER003805,Basic,6,42.49,254.96,10,2,56.7,8,1,6,0,0.2027,Medium
USER003806,Standard,12,50.99,611.94,30,3,70.3,2,1,0,0,0.0357,Low
USER003807,Premium,44,108.45,4771.72,19,4,99.1,3,3,8,1,0.3708,Medium
USER003808,Basic,38,36.86,1400.57,2,9,63.0,13,2,7,1,0.1769,Low
USER003809,Standard,31,69.68,2160.12,56,0,109.6,11,3,1,0,0.1747,Low
USER003810,Premium,1,107.0,107.0,9,8,49.2,7,0,6,1,0.7551,Critical
USER003811,Basic,16,35.16,562.56,22,6,33.7,12,4,4,0,0.1053,Low
USER003812,Basic,10,38.95,389.49,39,3,101.7,15,2,8,0,0.0822,Low
USER003813,Premium,6,114.42,686.5,12,5,61.5,16,4,1,1,0.5259,High
USER003814,Standard,9,78.53,706.77,7,1,40.7,9,1,9,0,0.2635,Medium
USER003815,Premium,57,126.45,7207.39,1,4,8.1,7,1,4,1,0.3552,Medium
USER003816,Standard,2,55.78,111.56,48,1,18.1,17,4,6,1,0.6959,High
USER003817,Premium,55,90.98,5003.87,39,2,56.5,5,2,5,0,0.5213,High
USER003818,Basic,26,36.89,959.04,53,3,62.5,16,2,2,0,0.2518,Medium
USER003819,Basic,41,41.69,1709.38,50,5,87.7,7,2,0,0,0.0273,Low
USER003820,Standard,2,67.64,135.28,3,3,72.8,19,3,2,1,0.4609,Medium
USER003821,Basic,22,43.23,951.06,4,6,43.9,8,0,1,0,0.1237,Low
USER003822,Standard,50,74.91,3745.62,27,3,86.0,7,1,2,0,0.2353,Medium
USER003823,Standard,46,60.76,2794.83,52,9,103.6,18,4,2,1,0.1325,Low
USER003824,Standard,26,61.02,1586.54,21,3,22.6,8,0,8,0,0.06,Low
USER003825,Standard,31,63.87,1979.83,39,0,110.9,17,1,4,1,0.1578,Low
USER003826,Standard,34,68.18,2317.99,44,5,96.0,11,3,1,1,0.2476,Medium
USER003827,Standard,50,65.22,3260.97,42,7,28.3,12,0,0,0,0.0167,Low
USER003828,Basic,57,37.11,2115.23,54,0,65.0,7,0,6,0,0.0141,Low
USER003829,Standard,67,68.91,4616.85,28,4,66.6,1,1,5,1,0.1003,Low
USER003830,Basic,39,47.7,1860.31,30,2,48.0,19,4,5,1,0.1079,Low
USER003831,Basic,45,31.21,1404.47,34,6,105.8,8,3,4,0,0.2191,Medium
USER003832,Standard,64,76.96,4925.48,27,4,80.5,6,0,7,0,0.2832,Medium
USER003833,Standard,36,68.34,2460.15,24,7,97.5,2,1,5,0,0.2096,Medium
USER003834,Premium,15,117.49,1762.31,23,4,58.4,12,3,6,0,0.3396,Medium
USER003835,Basic,37,33.14,1226.15,48,8,59.9,11,3,1,0,0.0014,Low
USER003836,Basic,24,37.79,906.95,14,1,22.1,6,3,1,0,0.0541,Low
USER003837,Premium,51,81.1,4136.18,58,0,25.1,4,4,0,0,0.4787,Medium
USER003838,Standard,49,67.29,3297.35,21,3,29.3,5,3,0,0,0.1716,Low
USER003839,Basic,16,31.85,509.67,18,7,89.0,4,4,0,0,0.2634,Medium
USER003840,Premium,53,104.41,5533.54,44,9,60.1,19,3,4,0,0.4801,Medium
USER003841,Basic,15,31.65,474.75,54,8,68.0,17,3,6,1,0.2607,Medium
USER003842,Basic,25,44.17,1104.33,7,7,86.7,15,2,3,0,0.1528,Low
USER003843,Standard,59,67.1,3959.05,9,8,42.3,2,0,7,1,0.2718,Medium
USER003844,Basic,26,47.3,1229.76,26,3,72.7,11,0,7,0,0.2235,Medium
USER003845,Basic,2,38.82,77.64,19,0,63.6,8,2,0,1,0.5089,High
USER003846,Premium,4,95.88,383.53,45,0,71.8,2,0,2,1,0.85,Critical
USER003847,Standard,9,70.0,629.97,24,1,105.7,12,1,0,0,0.073,Low
USER003848,Standard,35,51.14,1789.88,25,1,108.0,16,0,5,1,0.1706,Low
USER003849,Standard,25,58.1,1452.53,37,4,0.8,2,2,1,0,0.2447,Medium
USER003850,Standard,71,54.86,3895.33,0,1,1.5,2,3,5,0,0.0614,Low
USER003851,Standard,43,74.23,3191.84,35,6,28.5,6,4,9,0,0.0465,Low
USER003852,Basic,27,45.45,1227.24,56,1,14.3,18,2,2,1,0.2221,Medium
USER003853,Premium,28,84.33,2361.37,8,6,20.6,18,3,3,0,0.3671,Medium
USER003854,Premium,33,84.8,2798.49,8,6,102.6,19,4,7,1,0.432,Medium
USER003855,Premium,55,94.28,5185.38,42,2,24.1,15,2,0,0,0.4722,Medium
USER003856,Standard,37,56.31,2083.54,48,7,20.6,3,3,2,0,0.1418,Low
USER003857,Basic,62,34.39,2132.09,16,3,12.7,7,0,6,0,0.0039,Low
USER003858,Standard,57,76.8,4377.6,26,5,44.0,2,4,4,1,0.2679,Medium
USER003859,Premium,47,90.4,4248.99,48,9,36.3,16,1,2,0,0.2933,Medium
USER003860,Standard,41,66.28,2717.37,37,7,50.5,8,2,5,0,0.208,Medium
USER003861,Standard,24,70.46,1690.98,57,1,0.5,16,1,0,0,0.2125,Medium
USER003862,Basic,21,43.34,910.23,51,0,97.0,4,2,6,0,0.1392,Low
USER003863,Standard,53,49.37,2616.82,24,8,44.7,13,1,5,0,0.1068,Low
USER003864,Premium,54,95.26,5144.29,27,3,85.3,10,4,8,0,0.3906,Medium
USER003865,Standard,24,78.33,1879.81,50,3,63.6,15,0,1,0,0.1799,Low
USER003866,Standard,36,70.84,2550.15,31,0,91.0,9,2,9,0,0.0597,Low
USER003867,Basic,39,40.41,1576.1,26,8,55.7,1,0,5,0,0.1684,Low
USER003868,Premium,46,93.38,4295.59,48,2,41.5,15,4,2,1,0.3087,Medium
USER003869,Standard,47,62.94,2958.16,39,4,68.3,16,1,1,0,0.2132,Medium
USER003870,Basic,51,37.0,1886.94,22,2,64.6,3,4,5,0,0.2059,Medium
USER003871,Basic,70,39.95,2796.33,27,4,4.8,9,0,2,1,0.2057,Medium
USER003872,Basic,2,33.57,67.13,55,8,101.5,17,2,7,0,0.4651,Medium
USER003873,Standard,15,58.12,871.86,14,3,94.9,6,1,8,0,0.0007,Low
USER003874,Standard,50,67.7,3384.86,44,4,4.2,8,4,6,0,0.2041,Medium
USER003875,Basic,19,30.18,573.43,21,8,101.5,16,3,3,0,0.2742,Medium
USER003876,Basic,41,29.54,1211.01,16,8,35.5,16,2,2,0,0.2091,Medium
USER003877,Basic,47,48.05,2258.47,57,3,46.3,5,1,4,0,0.1988,Low
USER003878,Premium,25,117.13,2928.36,27,9,18.2,12,3,2,1,0.449,Medium
USER003879,Standard,35,50.35,1762.21,14,2,6.5,12,2,9,0,0.0941,Low
USER003880,Basic,10,38.46,384.59,0,3,90.4,6,1,1,0,0.1384,Low
USER003881,Basic,32,47.38,1516.17,33,2,100.4,10,0,5,0,0.1741,Low
USER003882,Standard,30,65.29,1958.83,6,0,85.4,10,0,4,0,0.0703,Low
USER003883,Basic,12,46.16,553.94,14,9,108.6,15,4,7,0,0.1869,Low
USER003884,Basic,71,39.87,2830.75,11,2,94.7,16,1,1,0,0.0897,Low
USER003885,Standard,62,63.95,3964.69,39,0,10.9,12,1,7,0,0.0804,Low
USER003886,Basic,12,45.62,547.38,25,1,14.7,16,4,3,0,0.0629,Low
USER003887,Standard,51,51.17,2609.85,3,6,5.3,8,0,9,0,0.0139,Low
USER003888,Basic,44,29.92,1316.63,39,9,96.9,16,1,2,1,0.2027,Medium
USER003889,Standard,47,74.17,3486.05,34,4,84.5,16,4,5,1,0.1394,Low
USER003890,Standard,65,69.11,4492.3,10,5,33.9,12,1,9,0,0.0603,Low
USER003891,Premium,6,89.99,539.96,55,0,40.3,4,2,4,0,0.3205,Medium
USER003892,Standard,47,62.82,2952.7,5,3,69.0,14,1,1,0,0.0854,Low
USER003893,Standard,71,57.63,4091.81,6,3,100.3,3,0,1,1,0.0406,Low
USER003894,Standard,12,67.4,808.81,41,5,116.5,13,4,9,0,0.2012,Medium
USER003895,Basic,42,41.49,1742.38,56,7,15.4,16,4,4,0,0.0981,Low
USER003896,Basic,8,30.04,240.35,28,4,19.3,18,3,4,0,0.2373,Medium
USER003897,Standard,59,67.65,3991.49,4,2,112.6,18,1,3,0,0.2512,Medium
USER003898,Premium,57,114.41,6521.35,44,3,45.1,1,2,7,0,0.3001,Medium
USER003899,Standard,9,61.25,551.27,3,4,103.1,8,2,7,0,0.1452,Low
USER003900,Premium,47,110.27,5182.55,16,6,84.1,5,1,1,0,0.5071,High
USER003901,Standard,17,78.75,1338.68,13,6,77.4,2,3,6,0,0.2472,Medium
USER003902,Premium,31,126.46,3920.24,41,3,106.2,7,1,2,1,0.2929,Medium
USER003903,Premium,45,93.01,4185.49,41,7,83.9,6,4,5,1,0.3337,Medium
USER003904,Basic,3,44.26,132.77,7,2,22.7,15,3,8,1,0.6036,High
USER003905,Standard,17,78.43,1333.39,50,7,1.3,12,3,8,0,0.1877,Low
USER003906,Basic,67,30.53,2045.21,59,3,114.9,11,4,9,0,0.2153,Medium
USER003907,Standard,51,73.31,3738.56,35,3,66.3,11,3,8,1,0.2361,Medium
USER003908,Standard,47,67.41,3168.39,13,6,1.6,4,4,9,1,0.1632,Low
USER003909,Basic,68,43.77,2976.18,38,1,64.2,18,0,8,0,0.2207,Medium
USER003910,Premium,43,91.42,3931.15,33,3,6.4,11,0,2,0,0.5207,High
USER003911,Basic,29,32.94,955.28,16,2,70.9,16,1,7,0,0.0503,Low
USER003912,Basic,31,31.06,962.8,41,7,98.2,2,3,1,0,0.0197,Low
USER003913,Standard,53,63.23,3351.21,15,1,120.0,15,2,7,1,0.2299,Medium
USER003914,Basic,44,39.97,1758.84,4,6,48.3,17,2,4,0,0.0506,Low
USER003915,Basic,41,47.48,1946.72,45,8,6.7,6,3,8,0,0.029,Low
USER003916,Standard,6,76.65,459.88,16,1,33.3,10,2,4,0,0.1846,Low
USER003917,Standard,36,63.89,2299.89,45,9,13.7,11,3,6,0,0.2551,Medium
USER003918,Premium,64,90.67,5802.93,41,5,7.8,4,0,3,1,0.5433,High
USER003919,Standard,25,64.83,1620.65,14,7,71.9,14,0,4,0,0.0872,Low
USER003920,Standard,54,73.36,3961.23,32,2,94.8,14,3,1,0,0.1723,Low
USER003921,Basic,3,30.43,91.3,29,5,89.8,3,4,4,1,0.6207,High
USER003922,Basic,5,35.36,176.8,21,5,107.4,5,4,0,1,0.5596,High
USER003923,Basic,10,29.62,296.17,50,0,36.2,2,4,1,0,0.1321,Low
USER003924,Standard,71,56.51,4012.54,42,9,48.9,11,1,1,0,0.1216,Low
USER003925,Basic,44,44.75,1969.1,48,8,28.4,9,4,4,0,0.1877,Low
USER003926,Basic,45,30.28,1362.54,32,8,31.7,5,4,6,1,0.24,Medium
USER003927,Standard,2,66.32,132.63,55,5,70.9,15,0,5,0,0.5384,High
USER003928,Standard,16,71.79,1148.7,10,1,58.3,15,3,1,0,0.1356,Low
USER003929,Standard,57,64.84,3696.14,7,4,9.5,13,1,9,1,0.2531,Medium
USER003930,Premium,66,101.61,6706.59,9,9,5.6,14,2,8,1,0.505,High
USER003931,Standard,49,71.43,3500.29,16,3,75.5,3,2,8,0,0.0095,Low
USER003932,Standard,19,55.47,1053.88,42,5,113.5,5,0,5,0,0.2591,Medium
USER003933,Standard,23,68.84,1583.26,31,9,81.3,18,3,5,0,0.025,Low
USER003934,Basic,69,36.27,2502.84,41,8,113.6,15,2,7,0,0.0839,Low
USER003935,Standard,51,52.61,2683.19,28,3,8.3,2,1,5,0,0.1109,Low
USER003936,Premium,10,105.22,1052.15,21,3,4.6,10,2,2,0,0.5224,High
USER003937,Premium,57,115.94,6608.34,52,6,63.6,16,2,5,1,0.3834,Medium
USER003938,Basic,25,36.33,908.32,52,7,2.4,17,2,9,0,0.2623,Medium
USER003939,Standard,28,77.57,2171.86,28,0,49.2,7,2,3,0,0.1372,Low
USER003940,Standard,40,64.29,2571.77,55,1,99.8,15,1,8,0,0.1875,Low
USER003941,Basic,47,40.35,1896.66,33,8,85.1,19,4,6,0,0.0963,Low
USER003942,Basic,18,34.69,624.48,13,6,55.7,10,1,7,0,0.1088,Low
USER003943,Standard,62,70.35,4361.96,14,5,47.3,10,3,5,0,0.0609,Low
USER003944,Basic,67,45.48,3047.43,13,9,91.9,6,3,0,0,0.1006,Low
USER003945,Standard,15,60.66,909.9,5,8,99.4,13,2,9,0,0.2554,Medium
USER003946,Basic,36,48.21,1735.43,54,2,42.3,10,3,1,1,0.2439,Medium
USER003947,Basic,24,43.17,1036.13,5,6,58.0,3,0,0,0,0.1424,Low
USER003948,Basic,20,43.95,879.05,17,6,11.8,12,4,3,0,0.0735,Low
USER003949,Standard,71,51.51,3656.89,43,3,83.0,16,2,1,1,0.265,Medium
USER003950,Basic,64,44.79,2866.8,29,4,86.8,19,2,6,0,0.0416,Low
USER003951,Standard,29,72.07,2089.94,44,6,50.0,3,0,7,0,0.1425,Low
USER003952,Premium,32,85.82,2746.24,40,0,49.6,16,0,7,0,0.3093,Medium
USER003953,Premium,22,88.0,1936.09,17,4,49.4,6,4,9,1,0.3956,Medium
USER003954,Standard,69,53.77,3710.08,45,3,8.0,8,0,5,0,0.2639,Medium
USER003955,Standard,54,55.58,3001.2,24,7,68.3,16,4,2,0,0.1385,Low
USER003956,Standard,10,63.43,634.29,43,1,96.4,11,0,2,1,0.0793,Low
USER003957,Premium,31,128.89,3995.74,18,2,,13,0,3,1,0.3413,Medium
USER003958,Standard,3,67.29,201.86,34,1,43.1,11,3,6,1,0.6319,High
USER003959,Basic,61,38.02,2319.39,39,5,66.4,17,4,0,0,0.0802,Low
USER003960,Basic,13,37.96,493.44,16,0,58.0,9,1,8,0,0.1543,Low
USER003961,Basic,53,30.11,1595.97,35,1,108.3,4,1,9,0,0.2089,Medium
USER003962,Standard,33,51.17,1688.47,18,1,82.1,15,3,0,0,0.0586,Low
USER003963,Basic,38,39.01,1482.49,50,6,27.0,14,0,2,0,0.1716,Low
USER003964,Basic,57,37.04,2111.46,1,6,106.3,13,2,5,0,0.2406,Medium
USER003965,Basic,58,35.53,2060.79,40,8,58.4,10,0,8,0,0.0248,Low
USER003966,Standard,51,49.17,2507.69,21,6,3.9,4,0,3,1,0.252,Medium
USER003967,Basic,15,40.38,605.64,19,9,34.7,12,4,4,0,0.0235,Low
USER003968,Standard,66,53.88,3556.32,14,1,34.1,1,4,9,0,0.0671,Low
USER003969,Standard,10,51.08,510.83,46,5,56.1,3,1,1,0,0.1064,Low
USER003970,Standard,31,72.92,2260.49,3,4,65.5,10,3,7,0,0.0047,Low
USER003971,Basic,24,31.38,753.13,33,9,91.0,10,1,7,0,0.034,Low
USER003972,Premium,28,115.6,3236.83,55,7,85.7,4,0,7,1,0.4676,Medium
USER003973,Basic,63,34.62,2180.97,49,8,41.3,5,2,2,0,0.045,Low
USER003974,Premium,18,120.42,2167.65,45,4,107.7,3,2,1,0,0.4085,Medium
USER003975,Basic,62,48.29,2994.28,55,5,106.7,7,4,9,0,0.0685,Low
USER003976,Basic,69,37.1,2560.0,22,4,113.1,1,4,3,0,0.0076,Low
USER003977,Basic,50,40.52,2026.13,57,9,40.4,17,4,5,0,0.0369,Low
USER003978,Basic,53,47.58,2521.49,38,5,103.4,10,2,5,0,0.2756,Medium
USER003979,Standard,71,74.4,5282.29,17,9,,11,3,7,0,0.0406,Low
USER003980,Standard,66,50.66,3343.57,48,0,115.6,1,3,1,0,0.204,Medium
USER003981,Basic,55,47.64,2619.94,42,7,62.4,17,1,2,1,0.2366,Medium
USER003982,Standard,5,60.04,300.2,21,8,83.7,14,3,1,1,0.6447,High
USER003983,Standard,49,49.94,2447.1,50,2,85.8,9,0,1,0,0.2094,Medium
USER003984,Basic,28,39.23,1098.55,7,5,84.1,3,1,2,0,0.0509,Low
USER003985,Basic,34,40.65,1382.05,30,3,10.4,2,2,5,0,0.0078,Low
USER003986,Basic,10,34.57,345.74,14,6,30.3,14,4,7,0,0.2408,Medium
USER003987,Standard,51,64.67,3298.19,37,8,7.2,14,4,3,0,0.2181,Medium
USER003988,Standard,33,72.21,2383.01,47,5,113.7,7,1,7,0,0.0883,Low
USER003989,Standard,38,52.4,1991.01,30,5,45.2,19,3,6,0,0.0214,Low
USER003990,Basic,66,43.12,2845.83,32,1,11.3,1,2,9,1,0.0724,Low
USER003991,Premium,2,102.19,204.38,54,6,112.8,10,0,8,1,0.85,Critical
USER003992,Standard,5,71.11,355.53,4,4,88.8,8,4,7,0,0.5141,High
USER003993,Basic,9,33.66,302.9,7,1,43.3,12,2,4,0,0.0427,Low
USER003994,Premium,57,84.31,4805.59,28,7,117.5,17,3,0,0,0.39,Medium
USER003995,Standard,18,68.44,1231.85,36,5,65.3,19,3,8,0,0.1153,Low
USER003996,Premium,67,126.46,8472.98,40,6,68.0,16,3,2,0,0.3911,Medium
USER003997,Basic,22,0.0,731.48,34,0,46.2,6,0,7,0,0.125,Low
USER003998,Premium,61,80.28,4896.78,55,5,39.3,3,2,8,0,0.4581,Medium
USER003999,Basic,27,30.35,819.49,17,0,104.4,5,1,5,0,0.0017,Low
USER004000,Standard,70,53.96,3777.18,38,3,40.9,2,2,3,0,0.228,Medium
USER004001,Basic,17,44.28,752.84,39,5,47.2,2,1,2,1,0.1973,Low
USER004002,Standard,58,69.03,4003.91,16,7,40.5,19,1,6,0,0.1991,Low
USER004003,Basic,34,40.37,1372.57,20,3,26.1,14,3,0,0,0.2604,Medium
USER004004,Basic,11,34.41,378.54,48,2,107.1,19,1,1,0,0.2468,Medium
USER004005,Standard,23,70.54,1622.49,55,5,2.0,9,3,8,0,0.0305,Low
USER004006,Standard,69,65.26,4503.07,42,2,68.6,4,2,7,0,0.0138,Low
USER004007,Standard,16,65.68,1050.95,8,6,44.1,15,2,5,0,0.0757,Low
USER004008,Basic,24,41.31,991.48,23,6,53.8,10,0,7,0,0.1186,Low
USER004009,Premium,48,107.9,5179.15,42,9,30.1,7,1,2,1,0.3227,Medium
USER004010,Basic,22,35.19,774.11,25,5,20.7,4,1,8,0,0.2036,Medium
USER004011,Basic,10,34.12,341.2,29,2,1.2,6,1,8,0,0.2845,Medium
USER004012,Standard,2,69.68,139.36,43,2,114.3,19,1,8,0,0.63,High
USER004013,Standard,63,77.09,4856.59,49,8,1.1,15,2,4,0,0.2522,Medium
USER004014,Premium,65,107.21,6968.45,37,8,81.1,17,1,9,1,0.4887,Medium
USER004015,Standard,18,52.77,949.93,8,3,43.0,17,4,4,0,0.0846,Low
USER004016,Basic,32,31.27,1000.69,30,8,71.3,19,1,8,1,0.2711,Medium
USER004017,Basic,29,31.57,915.51,39,9,30.7,14,4,3,0,0.2735,Medium
USER004018,Basic,58,40.64,2357.41,11,9,22.2,19,3,3,0,0.2816,Medium
USER004019,Standard,61,70.83,4320.47,5,8,81.1,16,2,7,0,0.0792,Low
USER004020,Basic,10,44.75,447.46,0,6,116.4,7,4,7,1,0.1899,Low
USER004021,Standard,2,63.74,127.48,19,0,113.8,6,2,9,0,0.6079,High
USER004022,Standard,53,75.64,4009.05,23,1,51.1,13,1,4,1,0.1919,Low
USER004023,Standard,19,73.43,1395.25,23,5,74.9,15,3,2,1,0.2442,Medium
USER004024,Premium,26,110.57,2874.91,20,4,115.3,3,2,2,0,0.4786,Medium
USER004025,Basic,9,34.47,310.24,45,6,61.9,8,0,6,0,0.0068,Low
USER004026,Standard,3,52.38,157.15,44,8,,12,2,0,1,0.4472,Medium
USER004027,Standard,2,72.74,145.48,42,0,33.3,19,1,6,1,0.7074,High
USER004028,Premium,55,104.18,5730.07,20,0,74.4,4,0,8,0,0.4972,Medium
USER004029,Premium,64,94.62,6055.79,55,7,100.4,10,4,2,0,0.3345,Medium
USER004030,Basic,20,37.83,756.62,34,0,58.0,17,4,5,0,0.2842,Medium
USER004031,Premium,32,109.97,3518.99,30,3,95.1,1,4,5,0,0.4209,Medium
USER004032,Basic,16,47.24,755.88,2,0,99.3,15,1,4,1,0.1205,Low
USER004033,Basic,34,41.01,1394.35,47,7,33.3,4,0,1,1,0.2234,Medium
USER004034,Standard,53,54.89,2909.15,31,2,71.7,5,3,1,0,0.1796,Low
USER004035,Basic,43,30.76,1322.48,52,7,90.7,1,1,9,0,0.1739,Low
USER004036,Standard,38,78.45,2981.26,18,5,56.0,14,1,4,0,0.1087,Low
USER004037,Standard,17,60.78,1033.32,56,1,74.3,17,2,0,0,0.1129,Low
USER004038,Premium,18,115.29,2075.27,45,7,18.7,5,3,9,1,0.4467,Medium
USER004039,Basic,43,29.14,1253.06,36,5,32.3,11,3,4,0,0.0834,Low
USER004040,Standard,7,61.44,430.06,23,4,4.9,5,1,2,0,0.0519,Low
USER004041,Standard,20,53.79,1075.7,20,6,98.3,15,3,8,0,0.2016,Medium
USER004042,Standard,55,53.15,2923.44,42,5,32.7,8,2,4,0,0.083,Low
USER004043,Premium,19,79.95,1518.98,44,6,108.2,17,2,3,0,0.2019,Medium
USER004044,Premium,46,104.49,4806.75,46,7,70.8,4,0,6,1,0.5385,High
USER004045,Standard,30,75.93,2277.81,46,1,80.3,12,4,9,0,0.2576,Medium
USER004046,Standard,50,60.43,3021.69,7,5,99.7,17,1,6,0,0.0073,Low
USER004047,Standard,43,67.6,2906.88,12,2,80.4,2,1,5,0,0.2609,Medium
USER004048,Standard,35,63.4,2218.83,34,3,38.4,9,2,1,0,0.1689,Low
USER004049,Premium,30,128.85,3865.56,51,4,54.0,11,3,1,0,0.5183,High
USER004050,Standard,27,59.72,1612.57,6,3,87.5,12,2,7,1,0.1415,Low
USER004051,Basic,66,29.3,1933.73,32,6,108.3,13,0,6,0,0.2657,Medium
USER004052,Standard,4,73.23,292.93,39,6,43.2,12,3,0,0,0.4332,Medium
USER004053,Standard,52,56.14,2919.36,51,3,24.6,15,3,9,0,0.2787,Medium
USER004054,Standard,71,76.06,5400.6,40,8,,12,2,7,0,0.2721,Medium
USER004055,Standard,68,78.27,5322.17,8,2,18.3,2,4,4,0,0.1588,Low
USER004056,Basic,37,31.64,1170.67,45,2,52.8,13,3,1,1,0.1198,Low
USER004057,Basic,39,30.71,1197.63,41,2,79.9,11,2,1,0,0.1199,Low
USER004058,Basic,13,45.68,593.84,41,9,79.6,3,3,6,0,0.0036,Low
USER004059,Standard,63,61.7,3886.99,28,5,71.7,11,3,5,0,0.2557,Medium
USER004060,Basic,9,37.67,339.02,53,9,64.2,10,0,5,0,0.1112,Low
USER004061,Basic,53,33.77,1789.73,57,8,53.3,10,1,4,0,0.1674,Low
USER004062,Standard,51,65.76,3353.66,20,1,35.5,15,4,2,0,0.2045,Medium
USER004063,Standard,47,58.11,2731.04,15,6,32.9,3,1,5,0,0.0251,Low
USER004064,Standard,69,66.59,4594.37,41,3,4.5,2,4,7,0,0.1637,Low
USER004065,Basic,9,30.08,270.71,37,7,111.0,9,0,6,0,0.1397,Low
USER004066,Basic,64,41.37,2647.71,40,6,34.3,16,0,0,0,0.0811,Low
USER004067,Basic,56,32.95,1844.93,59,7,98.1,2,2,4,0,0.0693,Low
USER004068,Basic,1,37.02,37.02,49,9,61.6,13,3,9,1,0.5306,High
USER004069,Standard,7,64.33,450.31,16,6,87.6,11,0,3,0,0.1497,Low
USER004070,Standard,25,60.07,1501.75,50,8,46.0,2,1,9,1,0.1742,Low
USER004071,Basic,18,35.46,638.26,15,7,52.1,13,2,3,0,0.0562,Low
USER004072,Basic,24,38.48,923.51,45,3,100.3,11,3,9,1,0.2799,Medium
USER004073,Standard,68,49.44,3361.64,35,9,119.0,6,0,3,0,0.1756,Low
USER004074,Standard,8,50.95,407.63,45,8,118.1,18,4,0,0,0.2265,Medium
USER004075,Standard,45,51.96,2338.22,46,5,102.6,4,1,8,1,0.2337,Medium
USER004076,Standard,41,51.02,2091.88,0,7,44.6,17,2,6,0,0.0317,Low
USER004077,Premium,51,86.65,4419.13,42,1,111.7,19,3,0,0,0.2887,Medium
USER004078,Standard,25,63.84,1596.01,48,4,8.0,12,2,4,0,0.0377,Low
USER004079,Basic,38,46.77,1777.19,10,4,61.0,18,0,0,1,0.2115,Medium
USER004080,Premium,9,100.43,903.88,12,7,50.8,19,3,2,0,0.4322,Medium
USER004081,Standard,16,58.12,929.95,36,4,14.6,14,2,7,0,0.2861,Medium
USER004082,Standard,69,68.25,4709.35,42,0,12.6,19,3,1,0,0.2004,Medium
USER004083,Standard,51,76.89,3921.38,59,8,,18,0,6,0,0.2828,Medium
USER004084,Basic,47,34.03,1599.59,50,1,87.1,16,4,3,0,0.1492,Low
USER004085,Premium,4,100.05,400.2,55,6,55.0,7,1,8,1,0.85,Critical
USER004086,Basic,12,48.85,586.22,40,4,23.4,1,1,1,0,0.0927,Low
USER004087,Premium,51,92.07,4695.4,57,3,,2,0,7,0,0.2982,Medium
USER004088,Standard,49,55.48,2718.59,29,4,,12,4,5,1,0.1275,Low
USER004089,Standard,44,66.52,2926.93,20,1,49.0,7,3,0,0,0.1809,Low
USER004090,Premium,69,95.72,6604.75,47,4,94.9,17,0,6,0,0.5685,High
USER004091,Standard,2,59.6,119.2,52,7,23.9,11,0,4,0,0.4777,Medium
USER004092,Standard,63,59.58,3753.63,31,3,114.0,7,3,2,0,0.221,Medium
USER004093,Basic,51,42.97,2191.69,5,6,116.2,13,2,4,0,0.1951,Low
USER004094,Basic,48,40.29,1933.78,37,7,106.4,2,4,2,0,0.1759,Low
USER004095,Standard,16,55.61,889.81,18,8,68.8,4,1,1,0,0.1871,Low
USER004096,Standard,24,57.93,1390.26,26,9,89.2,14,3,0,0,0.2351,Medium
USER004097,Basic,55,30.56,1680.81,52,4,46.3,10,4,0,0,0.2345,Medium
USER004098,Basic,28,32.78,917.71,23,8,6.1,10,1,5,0,0.2763,Medium
USER004099,Premium,33,114.28,3771.23,59,0,21.2,13,4,4,1,0.3484,Medium
USER004100,Premium,15,114.32,1714.87,44,8,89.8,10,2,0,0,0.3323,Medium
USER004101,Basic,11,38.96,428.61,28,5,25.5,19,1,6,0,0.0917,Low
USER004102,Standard,7,62.46,437.22,32,5,69.4,2,2,5,0,0.0025,Low
USER004103,Standard,50,63.31,3165.42,1,9,32.4,14,2,7,0,0.1692,Low
USER004104,Standard,10,67.43,674.28,12,7,80.4,3,3,6,1,0.2609,Medium
USER004105,Standard,6,56.46,338.77,33,1,74.6,8,0,8,0,0.1859,Low
USER004106,Basic,14,30.96,433.49,30,7,5.5,2,3,2,1,0.1201,Low
USER004107,Standard,51,74.74,3811.68,25,4,39.9,17,4,6,0,0.0201,Low
USER004108,Premium,21,85.99,1805.84,5,5,51.4,13,4,6,1,0.5035,High
USER004109,Standard,37,51.78,1916.02,19,7,106.9,10,1,9,0,0.1119,Low
USER004110,Standard,34,54.37,1848.45,44,7,119.4,3,0,4,0,0.1423,Low
